"codmun","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude"
431333,"Nova Ramada","Rio Grande do Sul","Sul","43013","Regiao 13","43013","MISSIONEIRA"
431335,"Nova Roma do Sul","Rio Grande do Sul","Sul","43026","Regiao 26","43026","SERRA"
431337,"Nova Santa Rita","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
431349,"Novo Barreiro","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
431339,"Novo Cabrais","Rio Grande do Sul","Sul","43027","Regiao 27","43027","VALES"
431340,"Novo Hamburgo","Rio Grande do Sul","Sul","43007","Regiao 07","43007","METROPOLITANA"
431342,"Novo Machado","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
431344,"Novo Tiradentes","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
431346,"Novo Xingu","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
431350,"Osório","Rio Grande do Sul","Sul","43005","Regiao 05","43005","METROPOLITANA"
431360,"Paim Filho","Rio Grande do Sul","Sul","43018","Regiao 18","43018","NORTE"
431365,"Palmares do Sul","Rio Grande do Sul","Sul","43005","Regiao 05","43005","METROPOLITANA"
431370,"Palmeira das Missões","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
431380,"Palmitinho","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
431390,"Panambi","Rio Grande do Sul","Sul","43013","Regiao 13","43013","MISSIONEIRA"
431395,"Pantano Grande","Rio Grande do Sul","Sul","43028","Regiao 28","43028","VALES"
431400,"Paraí","Rio Grande do Sul","Sul","43025","Regiao 25","43025","SERRA"
431402,"Paraíso do Sul","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
431403,"Pareci Novo","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
431405,"Parobé","Rio Grande do Sul","Sul","43006","Regiao 06 - Vale Do Paranhana E Costa Serra","43006","METROPOLITANA"
431406,"Passa Sete","Rio Grande do Sul","Sul","43027","Regiao 27","43027","VALES"
431407,"Passo do Sobrado","Rio Grande do Sul","Sul","43028","Regiao 28","43028","VALES"
431410,"Passo Fundo","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
431413,"Paulo Bento","Rio Grande do Sul","Sul","43016","Regiao 16","43016","NORTE"
431415,"Paverama","Rio Grande do Sul","Sul","43030","Regiao 30","43030","VALES"
431417,"Pedras Altas","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431420,"Pedro Osório","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431430,"Pejuçara","Rio Grande do Sul","Sul","43013","Regiao 13","43013","MISSIONEIRA"
431440,"Pelotas","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431442,"Picada Café","Rio Grande do Sul","Sul","43023","Regiao 23","43023","SERRA"
431445,"Pinhal","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
431446,"Pinhal da Serra","Rio Grande do Sul","Sul","43024","Regiao 24","43024","SERRA"
431447,"Pinhal Grande","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
431449,"Pinheirinho do Vale","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
431450,"Pinheiro Machado","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431455,"Pirapó","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431460,"Piratini","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431470,"Planalto","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
431475,"Poço das Antas","Rio Grande do Sul","Sul","43030","Regiao 30","43030","VALES"
431477,"Pontão","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
431478,"Ponte Preta","Rio Grande do Sul","Sul","43016","Regiao 16","43016","NORTE"
431480,"Portão","Rio Grande do Sul","Sul","43007","Regiao 07","43007","METROPOLITANA"
431490,"Porto Alegre","Rio Grande do Sul","Sul","43010","Regiao 10","43010","METROPOLITANA"
431500,"Porto Lucena","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
431505,"Porto Mauá","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
431507,"Porto Vera Cruz","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
431510,"Porto Xavier","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431513,"Pouso Novo","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
431514,"Presidente Lucena","Rio Grande do Sul","Sul","43007","Regiao 07","43007","METROPOLITANA"
431515,"Progresso","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
431517,"Protásio Alves","Rio Grande do Sul","Sul","43025","Regiao 25","43025","SERRA"
431520,"Putinga","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
431530,"Quaraí","Rio Grande do Sul","Sul","43003","Regiao 03","43003","CENTRO-OESTE"
431531,"Quatro Irmãos","Rio Grande do Sul","Sul","43016","Regiao 16","43016","NORTE"
431532,"Quevedos","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
431535,"Quinze de Novembro","Rio Grande do Sul","Sul","43012","Regiao 12","43012","MISSIONEIRA"
431540,"Redentora","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
431545,"Relvado","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
431550,"Restinga Sêca","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
431555,"Rio dos Índios","Rio Grande do Sul","Sul","43016","Regiao 16","43016","NORTE"
431560,"Rio Grande","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431570,"Rio Pardo","Rio Grande do Sul","Sul","43028","Regiao 28","43028","VALES"
431575,"Riozinho","Rio Grande do Sul","Sul","43006","Regiao 06 - Vale Do Paranhana E Costa Serra","43006","METROPOLITANA"
431580,"Roca Sales","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
431590,"Rodeio Bonito","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
431595,"Rolador","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431600,"Rolante","Rio Grande do Sul","Sul","43006","Regiao 06 - Vale Do Paranhana E Costa Serra","43006","METROPOLITANA"
431610,"Ronda Alta","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
431620,"Rondinha","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
431630,"Roque Gonzales","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431640,"Rosário do Sul","Rio Grande do Sul","Sul","43003","Regiao 03","43003","CENTRO-OESTE"
431642,"Sagrada Família","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
431643,"Saldanha Marinho","Rio Grande do Sul","Sul","43012","Regiao 12","43012","MISSIONEIRA"
431645,"Salto do Jacuí","Rio Grande do Sul","Sul","43012","Regiao 12","43012","MISSIONEIRA"
431647,"Salvador das Missões","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431650,"Salvador do Sul","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
431660,"Sananduva","Rio Grande do Sul","Sul","43018","Regiao 18","43018","NORTE"
431670,"Santa Bárbara do Sul","Rio Grande do Sul","Sul","43012","Regiao 12","43012","MISSIONEIRA"
431673,"Santa Cecília do Sul","Rio Grande do Sul","Sul","43018","Regiao 18","43018","NORTE"
431675,"Santa Clara do Sul","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
431680,"Santa Cruz do Sul","Rio Grande do Sul","Sul","43028","Regiao 28","43028","VALES"
431697,"Santa Margarida do Sul","Rio Grande do Sul","Sul","43003","Regiao 03","43003","CENTRO-OESTE"
431690,"Santa Maria","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
431695,"Santa Maria do Herval","Rio Grande do Sul","Sul","43007","Regiao 07","43007","METROPOLITANA"
431720,"Santa Rosa","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
431725,"Santa Tereza","Rio Grande do Sul","Sul","43025","Regiao 25","43025","SERRA"
431730,"Santa Vitória do Palmar","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431700,"Santana da Boa Vista","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431710,"Sant'Ana do Livramento","Rio Grande do Sul","Sul","43003","Regiao 03","43003","CENTRO-OESTE"
431740,"Santiago","Rio Grande do Sul","Sul","43002","Regiao 02","43002","CENTRO-OESTE"
431750,"Santo Ângelo","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431760,"Santo Antônio da Patrulha","Rio Grande do Sul","Sul","43005","Regiao 05","43005","METROPOLITANA"
431770,"Santo Antônio das Missões","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431755,"Santo Antônio do Palma","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
431775,"Santo Antônio do Planalto","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
431780,"Santo Augusto","Rio Grande do Sul","Sul","43013","Regiao 13","43013","MISSIONEIRA"
431790,"Santo Cristo","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
431795,"Santo Expedito do Sul","Rio Grande do Sul","Sul","43018","Regiao 18","43018","NORTE"
431800,"São Borja","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431805,"São Domingos do Sul","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
431810,"São Francisco de Assis","Rio Grande do Sul","Sul","43002","Regiao 02","43002","CENTRO-OESTE"
431820,"São Francisco de Paula","Rio Grande do Sul","Sul","43006","Regiao 06 - Vale Do Paranhana E Costa Serra","43006","METROPOLITANA"
431830,"São Gabriel","Rio Grande do Sul","Sul","43003","Regiao 03","43003","CENTRO-OESTE"
431840,"São Jerônimo","Rio Grande do Sul","Sul","43009","Regiao 09","43009","METROPOLITANA"
431842,"São João da Urtiga","Rio Grande do Sul","Sul","43018","Regiao 18","43018","NORTE"
431843,"São João do Polêsine","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
431844,"São Jorge","Rio Grande do Sul","Sul","43025","Regiao 25","43025","SERRA"
431845,"São José das Missões","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
431846,"São José do Herval","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
431848,"São José do Hortêncio","Rio Grande do Sul","Sul","43007","Regiao 07","43007","METROPOLITANA"
431849,"São José do Inhacorá","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
431850,"São José do Norte","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431860,"São José do Ouro","Rio Grande do Sul","Sul","43018","Regiao 18","43018","NORTE"
431861,"São José do Sul","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
431862,"São José dos Ausentes","Rio Grande do Sul","Sul","43024","Regiao 24","43024","SERRA"
431870,"São Leopoldo","Rio Grande do Sul","Sul","43007","Regiao 07","43007","METROPOLITANA"
431880,"São Lourenço do Sul","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
431890,"São Luiz Gonzaga","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431900,"São Marcos","Rio Grande do Sul","Sul","43026","Regiao 26","43026","SERRA"
431910,"São Martinho","Rio Grande do Sul","Sul","43013","Regiao 13","43013","MISSIONEIRA"
431912,"São Martinho da Serra","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
431915,"São Miguel das Missões","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431920,"São Nicolau","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431930,"São Paulo das Missões","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
431935,"São Pedro da Serra","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
431936,"São Pedro das Missões","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
431937,"São Pedro do Butiá","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
431940,"São Pedro do Sul","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
431950,"São Sebastião do Caí","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
431960,"São Sepé","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
431970,"São Valentim","Rio Grande do Sul","Sul","43016","Regiao 16","43016","NORTE"
431971,"São Valentim do Sul","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
431973,"São Valério do Sul","Rio Grande do Sul","Sul","43013","Regiao 13","43013","MISSIONEIRA"
431975,"São Vendelino","Rio Grande do Sul","Sul","43026","Regiao 26","43026","SERRA"
431980,"São Vicente do Sul","Rio Grande do Sul","Sul","43002","Regiao 02","43002","CENTRO-OESTE"
431990,"Sapiranga","Rio Grande do Sul","Sul","43007","Regiao 07","43007","METROPOLITANA"
432000,"Sapucaia do Sul","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
432010,"Sarandi","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
432020,"Seberi","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
432023,"Sede Nova","Rio Grande do Sul","Sul","43013","Regiao 13","43013","MISSIONEIRA"
432026,"Segredo","Rio Grande do Sul","Sul","43027","Regiao 27","43027","VALES"
432030,"Selbach","Rio Grande do Sul","Sul","43012","Regiao 12","43012","MISSIONEIRA"
432032,"Senador Salgado Filho","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
432035,"Sentinela do Sul","Rio Grande do Sul","Sul","43009","Regiao 09","43009","METROPOLITANA"
432040,"Serafina Corrêa","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
432045,"Sério","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
432050,"Sertão","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
432055,"Sertão Santana","Rio Grande do Sul","Sul","43009","Regiao 09","43009","METROPOLITANA"
432057,"Sete de Setembro","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
432060,"Severiano de Almeida","Rio Grande do Sul","Sul","43016","Regiao 16","43016","NORTE"
432065,"Silveira Martins","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
432067,"Sinimbu","Rio Grande do Sul","Sul","43028","Regiao 28","43028","VALES"
432070,"Sobradinho","Rio Grande do Sul","Sul","43027","Regiao 27","43027","VALES"
432080,"Soledade","Rio Grande do Sul","Sul","43019","Regiao 19","43019","NORTE"
432085,"Tabaí","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
432090,"Tapejara","Rio Grande do Sul","Sul","43018","Regiao 18","43018","NORTE"
432100,"Tapera","Rio Grande do Sul","Sul","43019","Regiao 19","43019","NORTE"
432110,"Tapes","Rio Grande do Sul","Sul","43009","Regiao 09","43009","METROPOLITANA"
432120,"Taquara","Rio Grande do Sul","Sul","43006","Regiao 06 - Vale Do Paranhana E Costa Serra","43006","METROPOLITANA"
432130,"Taquari","Rio Grande do Sul","Sul","43030","Regiao 30","43030","VALES"
432132,"Taquaruçu do Sul","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
432135,"Tavares","Rio Grande do Sul","Sul","43005","Regiao 05","43005","METROPOLITANA"
432140,"Tenente Portela","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
432143,"Terra de Areia","Rio Grande do Sul","Sul","43004","Regiao 04","43004","METROPOLITANA"
432145,"Teutônia","Rio Grande do Sul","Sul","43030","Regiao 30","43030","VALES"
432146,"Tio Hugo","Rio Grande do Sul","Sul","43019","Regiao 19","43019","NORTE"
432147,"Tiradentes do Sul","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
432149,"Toropi","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
432150,"Torres","Rio Grande do Sul","Sul","43004","Regiao 04","43004","METROPOLITANA"
432160,"Tramandaí","Rio Grande do Sul","Sul","43005","Regiao 05","43005","METROPOLITANA"
432162,"Travesseiro","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
432163,"Três Arroios","Rio Grande do Sul","Sul","43016","Regiao 16","43016","NORTE"
432166,"Três Cachoeiras","Rio Grande do Sul","Sul","43004","Regiao 04","43004","METROPOLITANA"
432170,"Três Coroas","Rio Grande do Sul","Sul","43006","Regiao 06 - Vale Do Paranhana E Costa Serra","43006","METROPOLITANA"
432180,"Três de Maio","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
432183,"Três Forquilhas","Rio Grande do Sul","Sul","43004","Regiao 04","43004","METROPOLITANA"
432185,"Três Palmeiras","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
432190,"Três Passos","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
432195,"Trindade do Sul","Rio Grande do Sul","Sul","43020","Regiao 20 - Rota Da Producao","43020","NORTE"
432200,"Triunfo","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
432210,"Tucunduva","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
432215,"Tunas","Rio Grande do Sul","Sul","43019","Regiao 19","43019","NORTE"
432218,"Tupanci do Sul","Rio Grande do Sul","Sul","43018","Regiao 18","43018","NORTE"
432220,"Tupanciretã","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
432225,"Tupandi","Rio Grande do Sul","Sul","43008","Regiao 08","43008","METROPOLITANA"
432230,"Tuparendi","Rio Grande do Sul","Sul","43014","Regiao 14","43014","MISSIONEIRA"
432232,"Turuçu","Rio Grande do Sul","Sul","43021","Regiao 21","43021","SUL"
432234,"Ubiretama","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
432235,"União da Serra","Rio Grande do Sul","Sul","43025","Regiao 25","43025","SERRA"
432237,"Unistalda","Rio Grande do Sul","Sul","43002","Regiao 02","43002","CENTRO-OESTE"
432240,"Uruguaiana","Rio Grande do Sul","Sul","43003","Regiao 03","43003","CENTRO-OESTE"
432250,"Vacaria","Rio Grande do Sul","Sul","43024","Regiao 24","43024","SERRA"
432253,"Vale do Sol","Rio Grande do Sul","Sul","43028","Regiao 28","43028","VALES"
432254,"Vale Real","Rio Grande do Sul","Sul","43026","Regiao 26","43026","SERRA"
432252,"Vale Verde","Rio Grande do Sul","Sul","43028","Regiao 28","43028","VALES"
432255,"Vanini","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
432260,"Venâncio Aires","Rio Grande do Sul","Sul","43028","Regiao 28","43028","VALES"
432270,"Vera Cruz","Rio Grande do Sul","Sul","43028","Regiao 28","43028","VALES"
432280,"Veranópolis","Rio Grande do Sul","Sul","43025","Regiao 25","43025","SERRA"
432285,"Vespasiano Corrêa","Rio Grande do Sul","Sul","43029","Regiao 29","43029","VALES"
432290,"Viadutos","Rio Grande do Sul","Sul","43016","Regiao 16","43016","NORTE"
432300,"Viamão","Rio Grande do Sul","Sul","43010","Regiao 10","43010","METROPOLITANA"
432310,"Vicente Dutra","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
432320,"Victor Graeff","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
432330,"Vila Flores","Rio Grande do Sul","Sul","43025","Regiao 25","43025","SERRA"
432335,"Vila Lângaro","Rio Grande do Sul","Sul","43018","Regiao 18","43018","NORTE"
432340,"Vila Maria","Rio Grande do Sul","Sul","43017","Regiao 17 - Planalto","43017","NORTE"
432345,"Vila Nova do Sul","Rio Grande do Sul","Sul","43001","Regiao 01","43001","CENTRO-OESTE"
432350,"Vista Alegre","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
432360,"Vista Alegre do Prata","Rio Grande do Sul","Sul","43025","Regiao 25","43025","SERRA"
432370,"Vista Gaúcha","Rio Grande do Sul","Sul","43015","Regiao 15 - Caminho Das Aguas","43015","NORTE"
432375,"Vitória das Missões","Rio Grande do Sul","Sul","43011","Regiao 11","43011","MISSIONEIRA"
432377,"Westfália","Rio Grande do Sul","Sul","43030","Regiao 30","43030","VALES"
432380,"Xangri-lá","Rio Grande do Sul","Sul","43004","Regiao 04","43004","METROPOLITANA"
500020,"Água Clara","Mato Grosso do Sul","Centro-Oeste","50013","Leste","50013","COSTA LESTE"
500025,"Alcinópolis","Mato Grosso do Sul","Centro-Oeste","50015","Norte","50015","CENTRO"
500060,"Amambai","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500070,"Anastácio","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500080,"Anaurilândia","Mato Grosso do Sul","Centro-Oeste","50016","Sudeste","50016","CONE SUL"
500085,"Angélica","Mato Grosso do Sul","Centro-Oeste","50016","Sudeste","50016","CONE SUL"
500090,"Antônio João","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500100,"Aparecida do Taboado","Mato Grosso do Sul","Centro-Oeste","50014","Nordeste","50014","COSTA LESTE"
500110,"Aquidauana","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500124,"Aral Moreira","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500150,"Bandeirantes","Mato Grosso do Sul","Centro-Oeste","50011","Centro","50011","CENTRO"
500190,"Bataguassu","Mato Grosso do Sul","Centro-Oeste","50013","Leste","50013","COSTA LESTE"
500200,"Batayporã","Mato Grosso do Sul","Centro-Oeste","50016","Sudeste","50016","CONE SUL"
500210,"Bela Vista","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500215,"Bodoquena","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500220,"Bonito","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500230,"Brasilândia","Mato Grosso do Sul","Centro-Oeste","50013","Leste","50013","COSTA LESTE"
500240,"Caarapó","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500260,"Camapuã","Mato Grosso do Sul","Centro-Oeste","50011","Centro","50011","CENTRO"
500270,"Campo Grande","Mato Grosso do Sul","Centro-Oeste","50011","Centro","50011","CENTRO"
500280,"Caracol","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500290,"Cassilândia","Mato Grosso do Sul","Centro-Oeste","50014","Nordeste","50014","COSTA LESTE"
500295,"Chapadão do Sul","Mato Grosso do Sul","Centro-Oeste","50014","Nordeste","50014","COSTA LESTE"
500310,"Corguinho","Mato Grosso do Sul","Centro-Oeste","50011","Centro","50011","CENTRO"
500315,"Coronel Sapucaia","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500320,"Corumbá","Mato Grosso do Sul","Centro-Oeste","50010","Pantanal","50010","PANTANAL"
500325,"Costa Rica","Mato Grosso do Sul","Centro-Oeste","50014","Nordeste","50014","COSTA LESTE"
500330,"Coxim","Mato Grosso do Sul","Centro-Oeste","50015","Norte","50015","CENTRO"
500345,"Deodápolis","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500348,"Dois Irmãos do Buriti","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500350,"Douradina","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500370,"Dourados","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500375,"Eldorado","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500380,"Fátima do Sul","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500390,"Figueirão","Mato Grosso do Sul","Centro-Oeste","50015","Norte","50015","CENTRO"
500400,"Glória de Dourados","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500410,"Guia Lopes da Laguna","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500430,"Iguatemi","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500440,"Inocência","Mato Grosso do Sul","Centro-Oeste","50014","Nordeste","50014","COSTA LESTE"
500450,"Itaporã","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500460,"Itaquiraí","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500470,"Ivinhema","Mato Grosso do Sul","Centro-Oeste","50016","Sudeste","50016","CONE SUL"
500480,"Japorã","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500490,"Jaraguari","Mato Grosso do Sul","Centro-Oeste","50011","Centro","50011","CENTRO"
500500,"Jardim","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500510,"Jateí","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500515,"Juti","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500520,"Ladário","Mato Grosso do Sul","Centro-Oeste","50010","Pantanal","50010","PANTANAL"
500525,"Laguna Carapã","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500540,"Maracaju","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500560,"Miranda","Mato Grosso do Sul","Centro-Oeste","50010","Pantanal","50010","PANTANAL"
500568,"Mundo Novo","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500570,"Naviraí","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500580,"Nioaque","Mato Grosso do Sul","Centro-Oeste","50009","Baixo Pantanal","50009","CENTRO"
500600,"Nova Alvorada do Sul","Mato Grosso do Sul","Centro-Oeste","50012","Centro Sul","50012","CONE SUL"
500620,"Nova Andradina","Mato Grosso do Sul","Centro-Oeste","50016","Sudeste","50016","CONE SUL"
500625,"Novo Horizonte do Sul","Mato Grosso do Sul","Centro-Oeste","50016","Sudeste","50016","CONE SUL"
500630,"Paranaíba","Mato Grosso do Sul","Centro-Oeste","50014","Nordeste","50014","COSTA LESTE"
500635,"Paranhos","Mato Grosso do Sul","Centro-Oeste","50017","Sul Fronteira","50017","CONE SUL"
500640,"Pedro Gomes","Mato Grosso do Sul","Centro-Oeste","50015","Norte","50015","CENTRO"
